dateTime,dateTime,Flow,Flow [m^3/day]
1996-11-04,1996-11-04,66.0,161474.28
1996-11-05,1996-11-05,64.0,156581.12
1996-11-06,1996-11-06,64.0,156581.12
1996-11-07,1996-11-07,64.0,156581.12
1996-11-08,1996-11-08,62.0,151687.96
1996-11-09,1996-11-09,63.0,154134.54
1996-11-10,1996-11-10,64.0,156581.12
1996-11-11,1996-11-11,64.0,156581.12
1996-11-12,1996-11-12,66.0,161474.28
1996-11-13,1996-11-13,121.0,296036.18
1996-11-14,1996-11-14,133.0,325395.14
1996-11-15,1996-11-15,115.0,281356.7
1996-11-16,1996-11-16,107.0,261784.06
1996-11-17,1996-11-17,101.0,247104.58
1996-11-18,1996-11-18,94.0,229978.52
1996-11-19,1996-11-19,91.0,222638.78
1996-11-20,1996-11-20,86.0,210405.88
1996-11-21,1996-11-21,85.0,207959.3
1996-11-22,1996-11-22,82.0,200619.56
1996-11-23,1996-11-23,75.0,183493.5
1996-11-24,1996-11-24,75.0,183493.5
1996-11-25,1996-11-25,76.0,185940.08
1996-11-26,1996-11-26,73.0,178600.34
1996-11-27,1996-11-27,79.0,193279.82
1996-11-28,1996-11-28,245.0,599412.1
1996-11-29,1996-11-29,181.0,442830.98
1996-11-30,1996-11-30,155.0,379219.89999999997
1996-12-01,1996-12-01,158.0,386559.64
1996-12-02,1996-12-02,145.0,354754.1
1996-12-03,1996-12-03,134.0,327841.72
1996-12-04,1996-12-04,113.0,276463.54
1996-12-05,1996-12-05,112.0,274016.95999999996
1996-12-06,1996-12-06,121.0,296036.18
1996-12-07,1996-12-07,112.0,274016.95999999996
1996-12-08,1996-12-08,108.0,264230.64
1996-12-09,1996-12-09,104.0,254444.32
1996-12-10,1996-12-10,102.0,249551.16
1996-12-11,1996-12-11,97.0,237318.25999999998
1996-12-12,1996-12-12,93.0,227531.94
1996-12-13,1996-12-13,91.0,222638.78
1996-12-14,1996-12-14,87.0,212852.46
1996-12-15,1996-12-15,82.0,200619.56
1996-12-16,1996-12-16,85.0,207959.3
1996-12-17,1996-12-17,82.0,200619.56
1996-12-18,1996-12-18,78.0,190833.24
1996-12-19,1996-12-19,79.0,193279.82
1996-12-20,1996-12-20,82.0,200619.56
1996-12-21,1996-12-21,81.0,198172.97999999998
1996-12-22,1996-12-22,79.0,193279.82
1996-12-23,1996-12-23,75.0,183493.5
1996-12-24,1996-12-24,75.0,183493.5
1996-12-25,1996-12-25,76.0,185940.08
1996-12-26,1996-12-26,74.0,181046.91999999998
1996-12-27,1996-12-27,71.0,173707.18
1996-12-28,1996-12-28,113.0,276463.54
1996-12-29,1996-12-29,116.0,283803.27999999997
1996-12-30,1996-12-30,134.0,327841.72
1996-12-31,1996-12-31,212.0,518674.95999999996
1997-01-01,1997-01-01,398.0,973738.84
1997-01-02,1997-01-02,691.0,1690586.78
1997-01-03,1997-01-03,639.0,1563364.6199999999
1997-01-04,1997-01-04,431.0,1054475.98
1997-01-05,1997-01-05,318.0,778012.44
1997-01-06,1997-01-06,250.0,611645.0
1997-01-07,1997-01-07,225.0,550480.5
1997-01-08,1997-01-08,205.0,501548.89999999997
1997-01-09,1997-01-09,190.0,464850.2
1997-01-10,1997-01-10,177.0,433044.66
1997-01-11,1997-01-11,169.0,413472.01999999996
1997-01-12,1997-01-12,156.0,381666.48
1997-01-13,1997-01-13,127.0,310715.66
1997-01-14,1997-01-14,101.0,247104.58
1997-01-15,1997-01-15,85.0,207959.3
1997-01-16,1997-01-16,82.0,200619.56
1997-01-17,1997-01-17,90.0,220192.19999999998
1997-01-18,1997-01-18,130.0,318055.39999999997
1997-01-19,1997-01-19,170.0,415918.6
1997-01-20,1997-01-20,206.0,503995.48
1997-01-21,1997-01-21,206.0,503995.48
1997-01-22,1997-01-22,194.0,474636.51999999996
1997-01-23,1997-01-23,186.0,455063.88
1997-01-24,1997-01-24,175.0,428151.5
1997-01-25,1997-01-25,166.0,406132.27999999997
1997-01-26,1997-01-26,156.0,381666.48
1997-01-27,1997-01-27,142.0,347414.36
1997-01-28,1997-01-28,138.0,337628.04
1997-01-29,1997-01-29,143.0,349860.94
1997-01-30,1997-01-30,192.0,469743.36
1997-01-31,1997-01-31,239.0,584732.62
1997-02-01,1997-02-01,224.0,548033.9199999999
1997-02-02,1997-02-02,216.0,528461.28
1997-02-03,1997-02-03,204.0,499102.32
1997-02-04,1997-02-04,193.0,472189.94
1997-02-05,1997-02-05,183.0,447724.14
1997-02-06,1997-02-06,174.0,425704.92
1997-02-07,1997-02-07,167.0,408578.86
1997-02-08,1997-02-08,156.0,381666.48
1997-02-09,1997-02-09,156.0,381666.48
1997-02-10,1997-02-10,146.0,357200.68
1997-02-11,1997-02-11,140.0,342521.2
1997-02-12,1997-02-12,140.0,342521.2
1997-02-13,1997-02-13,136.0,332734.88
1997-02-14,1997-02-14,132.0,322948.56
1997-02-15,1997-02-15,143.0,349860.94
1997-02-16,1997-02-16,148.0,362093.83999999997
1997-02-17,1997-02-17,154.0,376773.32
1997-02-18,1997-02-18,156.0,381666.48
1997-02-19,1997-02-19,156.0,381666.48
1997-02-20,1997-02-20,150.0,366987.0
1997-02-21,1997-02-21,142.0,347414.36
1997-02-22,1997-02-22,134.0,327841.72
1997-02-23,1997-02-23,134.0,327841.72
1997-02-24,1997-02-24,130.0,318055.39999999997
1997-02-25,1997-02-25,130.0,318055.39999999997
1997-02-26,1997-02-26,130.0,318055.39999999997
1997-02-27,1997-02-27,130.0,318055.39999999997
1997-02-28,1997-02-28,128.0,313162.24
1997-03-01,1997-03-01,130.0,318055.39999999997
1997-03-02,1997-03-02,125.0,305822.5
1997-03-03,1997-03-03,121.0,296036.18
1997-03-04,1997-03-04,116.0,283803.27999999997
1997-03-05,1997-03-05,114.0,278910.12
1997-03-06,1997-03-06,114.0,278910.12
1997-03-07,1997-03-07,112.0,274016.95999999996
1997-03-08,1997-03-08,109.0,266677.22
1997-03-09,1997-03-09,111.0,271570.38
1997-03-10,1997-03-10,112.0,274016.95999999996
1997-03-11,1997-03-11,109.0,266677.22
1997-03-12,1997-03-12,108.0,264230.64
1997-03-13,1997-03-13,106.0,259337.47999999998
1997-03-14,1997-03-14,104.0,254444.32
1997-03-15,1997-03-15,104.0,254444.32
1997-03-16,1997-03-16,120.0,293589.6
1997-03-17,1997-03-17,150.0,366987.0
1997-03-18,1997-03-18,200.0,489316.0
1997-03-19,1997-03-19,250.0,611645.0
1997-03-20,1997-03-20,350.0,856303.0
1997-03-21,1997-03-21,500.0,1223290.0
1997-03-22,1997-03-22,490.0,1198824.2
1997-03-23,1997-03-23,480.0,1174358.4
1997-03-24,1997-03-24,470.0,1149892.5999999999
1997-03-25,1997-03-25,460.0,1125426.8
1997-03-26,1997-03-26,470.0,1149892.5999999999
1997-03-27,1997-03-27,470.0,1149892.5999999999
1997-03-28,1997-03-28,430.0,1052029.4
1997-03-29,1997-03-29,373.0,912574.34
1997-03-30,1997-03-30,343.0,839176.94
1997-03-31,1997-03-31,320.0,782905.6
1997-04-01,1997-04-01,293.0,716847.94
1997-04-02,1997-04-02,269.0,658130.02
1997-04-03,1997-04-03,257.0,628771.0599999999
1997-04-04,1997-04-04,244.0,596965.52
1997-04-05,1997-04-05,236.0,577392.88
1997-04-06,1997-04-06,231.0,565159.98
1997-04-07,1997-04-07,231.0,565159.98
1997-04-08,1997-04-08,231.0,565159.98
1997-04-09,1997-04-09,229.0,560266.82
1997-04-10,1997-04-10,224.0,548033.9199999999
1997-04-11,1997-04-11,216.0,528461.28
1997-04-12,1997-04-12,211.0,516228.38
1997-04-13,1997-04-13,213.0,521121.54
1997-04-14,1997-04-14,210.0,513781.8
1997-04-15,1997-04-15,212.0,518674.95999999996
1997-04-16,1997-04-16,246.0,601858.6799999999
1997-04-17,1997-04-17,317.0,775565.86
1997-04-18,1997-04-18,320.0,782905.6
1997-04-19,1997-04-19,351.0,858749.58
1997-04-20,1997-04-20,977.0,2390308.66
1997-04-21,1997-04-21,1120.0,2740169.6
1997-04-22,1997-04-22,873.0,2135864.34
1997-04-23,1997-04-23,728.0,1781110.24
1997-04-24,1997-04-24,632.0,1546238.56
1997-04-25,1997-04-25,571.0,1396997.18
1997-04-26,1997-04-26,580.0,1419016.4
1997-04-27,1997-04-27,727.0,1778663.66
1997-04-28,1997-04-28,722.0,1766430.76
1997-04-29,1997-04-29,634.0,1551131.72
1997-04-30,1997-04-30,554.0,1355405.32
1997-05-01,1997-05-01,492.0,1203717.3599999999
1997-05-02,1997-05-02,447.0,1093621.26
1997-05-03,1997-05-03,417.0,1020223.86
1997-05-04,1997-05-04,403.0,985971.74
1997-05-05,1997-05-05,408.0,998204.64
1997-05-06,1997-05-06,453.0,1108300.74
1997-05-07,1997-05-07,481.0,1176804.98
1997-05-08,1997-05-08,511.0,1250202.38
1997-05-09,1997-05-09,625.0,1529112.5
1997-05-10,1997-05-10,870.0,2128524.6
1997-05-11,1997-05-11,1150.0,2813567.0
1997-05-12,1997-05-12,1440.0,3523075.1999999997
1997-05-13,1997-05-13,1730.0,4232583.399999999
1997-05-14,1997-05-14,2070.0,5064420.6
1997-05-15,1997-05-15,2170.0,5309078.6
1997-05-16,1997-05-16,2130.0,5211215.399999999
1997-05-17,1997-05-17,2020.0,4942091.6
1997-05-18,1997-05-18,1810.0,4428309.8
1997-05-19,1997-05-19,1540.0,3767733.1999999997
1997-05-20,1997-05-20,1450.0,3547541.0
1997-05-21,1997-05-21,1200.0,2935896.0
1997-05-22,1997-05-22,952.0,2329144.16
1997-05-23,1997-05-23,860.0,2104058.8
1997-05-24,1997-05-24,808.0,1976836.64
1997-05-25,1997-05-25,738.0,1805576.04
1997-05-26,1997-05-26,692.0,1693033.3599999999
1997-05-27,1997-05-27,694.0,1697926.52
1997-05-28,1997-05-28,810.0,1981729.8
1997-05-29,1997-05-29,972.0,2378075.76
1997-05-30,1997-05-30,1210.0,2960361.8
1997-05-31,1997-05-31,1550.0,3792199.0
1997-06-01,1997-06-01,1660.0,4061322.8
1997-06-02,1997-06-02,1430.0,3498609.4
1997-06-03,1997-06-03,1340.0,3278417.1999999997
1997-06-04,1997-06-04,1310.0,3205019.8
1997-06-05,1997-06-05,1240.0,3033759.1999999997
1997-06-06,1997-06-06,1160.0,2838032.8
1997-06-07,1997-06-07,1140.0,2789101.1999999997
1997-06-08,1997-06-08,1110.0,2715703.8
1997-06-09,1997-06-09,1100.0,2691238.0
1997-06-10,1997-06-10,1170.0,2862498.6
1997-06-11,1997-06-11,1270.0,3107156.6
1997-06-12,1997-06-12,1220.0,2984827.6
1997-06-13,1997-06-13,1090.0,2666772.1999999997
1997-06-14,1997-06-14,1120.0,2740169.6
1997-06-15,1997-06-15,1220.0,2984827.6
1997-06-16,1997-06-16,1290.0,3156088.1999999997
1997-06-17,1997-06-17,1210.0,2960361.8
1997-06-18,1997-06-18,1180.0,2886964.4
1997-06-19,1997-06-19,997.0,2439240.26
1997-06-20,1997-06-20,838.0,2050234.04
1997-06-21,1997-06-21,786.0,1923011.88
1997-06-22,1997-06-22,730.0,1786003.4
1997-06-23,1997-06-23,657.0,1607403.06
1997-06-24,1997-06-24,596.0,1458161.68
1997-06-25,1997-06-25,615.0,1504646.7
1997-06-26,1997-06-26,635.0,1553578.3
1997-06-27,1997-06-27,595.0,1455715.0999999999
1997-06-28,1997-06-28,589.0,1441035.6199999999
1997-06-29,1997-06-29,782.0,1913225.56
1997-06-30,1997-06-30,729.0,1783556.8199999998
1997-07-01,1997-07-01,616.0,1507093.28
1997-07-02,1997-07-02,561.0,1372531.38
1997-07-03,1997-07-03,573.0,1401890.3399999999
1997-07-04,1997-07-04,653.0,1597616.74
1997-07-05,1997-07-05,766.0,1874080.28
1997-07-06,1997-07-06,764.0,1869187.1199999999
1997-07-07,1997-07-07,671.0,1641655.18
1997-07-08,1997-07-08,627.0,1534005.66
1997-07-09,1997-07-09,866.0,2118738.28
1997-07-10,1997-07-10,744.0,1820255.52
1997-07-11,1997-07-11,553.0,1352958.74
1997-07-12,1997-07-12,495.0,1211057.0999999999
1997-07-13,1997-07-13,498.0,1218396.8399999999
1997-07-14,1997-07-14,503.0,1230629.74
1997-07-15,1997-07-15,503.0,1230629.74
1997-07-16,1997-07-16,494.0,1208610.52
1997-07-17,1997-07-17,461.0,1127873.38
1997-07-18,1997-07-18,449.0,1098514.42
1997-07-19,1997-07-19,427.0,1044689.6599999999
1997-07-20,1997-07-20,420.0,1027563.6
1997-07-21,1997-07-21,435.0,1064262.3
1997-07-22,1997-07-22,401.0,981078.58
1997-07-23,1997-07-23,348.0,851409.84
1997-07-24,1997-07-24,320.0,782905.6
1997-07-25,1997-07-25,301.0,736420.58
1997-07-26,1997-07-26,284.0,694828.72
1997-07-27,1997-07-27,271.0,663023.1799999999
1997-07-28,1997-07-28,267.0,653236.86
1997-07-29,1997-07-29,277.0,677702.66
1997-07-30,1997-07-30,275.0,672809.5
1997-07-31,1997-07-31,246.0,601858.6799999999
1997-08-01,1997-08-01,227.0,555373.66
1997-08-02,1997-08-02,214.0,523568.12
1997-08-03,1997-08-03,204.0,499102.32
1997-08-04,1997-08-04,195.0,477083.1
1997-08-05,1997-08-05,187.0,457510.45999999996
1997-08-06,1997-08-06,180.0,440384.39999999997
1997-08-07,1997-08-07,173.0,423258.33999999997
1997-08-08,1997-08-08,162.0,396345.95999999996
1997-08-09,1997-08-09,150.0,366987.0
1997-08-10,1997-08-10,141.0,344967.77999999997
1997-08-11,1997-08-11,134.0,327841.72
1997-08-12,1997-08-12,129.0,315608.82
1997-08-13,1997-08-13,126.0,308269.08
1997-08-14,1997-08-14,122.0,298482.76
1997-08-15,1997-08-15,119.0,291143.02
1997-08-16,1997-08-16,115.0,281356.7
1997-08-17,1997-08-17,111.0,271570.38
1997-08-18,1997-08-18,108.0,264230.64
1997-08-19,1997-08-19,104.0,254444.32
1997-08-20,1997-08-20,103.0,251997.74
1997-08-21,1997-08-21,103.0,251997.74
1997-08-22,1997-08-22,99.0,242211.41999999998
1997-08-23,1997-08-23,96.0,234871.68
1997-08-24,1997-08-24,99.0,242211.41999999998
1997-08-25,1997-08-25,103.0,251997.74
1997-08-26,1997-08-26,102.0,249551.16
1997-08-27,1997-08-27,111.0,271570.38
1997-08-28,1997-08-28,102.0,249551.16
1997-08-29,1997-08-29,98.0,239764.84
1997-08-30,1997-08-30,93.0,227531.94
1997-08-31,1997-08-31,89.0,217745.62
1997-09-01,1997-09-01,87.0,212852.46
1997-09-02,1997-09-02,84.0,205512.72
1997-09-03,1997-09-03,82.0,200619.56
1997-09-04,1997-09-04,82.0,200619.56
1997-09-05,1997-09-05,79.0,193279.82
1997-09-06,1997-09-06,77.0,188386.66
1997-09-07,1997-09-07,74.0,181046.91999999998
1997-09-08,1997-09-08,73.0,178600.34
1997-09-09,1997-09-09,71.0,173707.18
1997-09-10,1997-09-10,70.0,171260.6
1997-09-11,1997-09-11,92.0,225085.36
1997-09-12,1997-09-12,78.0,190833.24
1997-09-13,1997-09-13,78.0,190833.24
1997-09-14,1997-09-14,82.0,200619.56
1997-09-15,1997-09-15,83.0,203066.13999999998
1997-09-16,1997-09-16,84.0,205512.72
1997-09-17,1997-09-17,188.0,459957.04
1997-09-18,1997-09-18,229.0,560266.82
1997-09-19,1997-09-19,180.0,440384.39999999997
1997-09-20,1997-09-20,144.0,352307.52
1997-09-21,1997-09-21,123.0,300929.33999999997
1997-09-22,1997-09-22,111.0,271570.38
1997-09-23,1997-09-23,102.0,249551.16
1997-09-24,1997-09-24,95.0,232425.1
1997-09-25,1997-09-25,89.0,217745.62
1997-09-26,1997-09-26,98.0,239764.84
1997-09-27,1997-09-27,139.0,340074.62
1997-09-28,1997-09-28,123.0,300929.33999999997
1997-09-29,1997-09-29,110.0,269123.8
1997-09-30,1997-09-30,103.0,251997.74
1997-10-01,1997-10-01,105.0,256890.9
1997-10-02,1997-10-02,127.0,310715.66
1997-10-03,1997-10-03,167.0,408578.86
1997-10-04,1997-10-04,366.0,895448.28
1997-10-05,1997-10-05,556.0,1360298.48
1997-10-06,1997-10-06,356.0,870982.48
1997-10-07,1997-10-07,264.0,645897.12
1997-10-08,1997-10-08,228.0,557820.24
1997-10-09,1997-10-09,210.0,513781.8
1997-10-10,1997-10-10,202.0,494209.16
1997-10-11,1997-10-11,185.0,452617.3
1997-10-12,1997-10-12,168.0,411025.44
1997-10-13,1997-10-13,160.0,391452.8
1997-10-14,1997-10-14,157.0,384113.06
1997-10-15,1997-10-15,157.0,384113.06
1997-10-16,1997-10-16,158.0,386559.64
1997-10-17,1997-10-17,158.0,386559.64
1997-10-18,1997-10-18,156.0,381666.48
1997-10-19,1997-10-19,148.0,362093.83999999997
1997-10-20,1997-10-20,141.0,344967.77999999997
1997-10-21,1997-10-21,134.0,327841.72
1997-10-22,1997-10-22,128.0,313162.24
1997-10-23,1997-10-23,125.0,305822.5
1997-10-24,1997-10-24,120.0,293589.6
1997-10-25,1997-10-25,115.0,281356.7
1997-10-26,1997-10-26,112.0,274016.95999999996
1997-10-27,1997-10-27,114.0,278910.12
1997-10-28,1997-10-28,110.0,269123.8
1997-10-29,1997-10-29,184.0,450170.72
1997-10-30,1997-10-30,610.0,1492413.8
1997-10-31,1997-10-31,823.0,2013535.3399999999
1997-11-01,1997-11-01,509.0,1245309.22
1997-11-02,1997-11-02,392.0,959059.36
1997-11-03,1997-11-03,327.0,800031.66
1997-11-04,1997-11-04,294.0,719294.52
1997-11-05,1997-11-05,260.0,636110.7999999999
1997-11-06,1997-11-06,238.0,582286.04
1997-11-07,1997-11-07,229.0,560266.82
1997-11-08,1997-11-08,220.0,538247.6
1997-11-09,1997-11-09,203.0,496655.74
1997-11-10,1997-11-10,188.0,459957.04
1997-11-11,1997-11-11,176.0,430598.07999999996
1997-11-12,1997-11-12,164.0,401239.12
1997-11-13,1997-11-13,155.0,379219.89999999997
1997-11-14,1997-11-14,147.0,359647.26
1997-11-15,1997-11-15,139.0,340074.62
1997-11-16,1997-11-16,134.0,327841.72
1997-11-17,1997-11-17,134.0,327841.72
1997-11-18,1997-11-18,129.0,315608.82
1997-11-19,1997-11-19,130.0,318055.39999999997
1997-11-20,1997-11-20,136.0,332734.88
1997-11-21,1997-11-21,138.0,337628.04
1997-11-22,1997-11-22,128.0,313162.24
1997-11-23,1997-11-23,129.0,315608.82
1997-11-24,1997-11-24,140.0,342521.2
1997-11-25,1997-11-25,135.0,330288.3
1997-11-26,1997-11-26,127.0,310715.66
1997-11-27,1997-11-27,123.0,300929.33999999997
1997-11-28,1997-11-28,131.0,320501.98
1997-11-29,1997-11-29,146.0,357200.68
1997-11-30,1997-11-30,144.0,352307.52
1997-12-01,1997-12-01,138.0,337628.04
1997-12-02,1997-12-02,132.0,322948.56
1997-12-03,1997-12-03,127.0,310715.66
1997-12-04,1997-12-04,123.0,300929.33999999997
1997-12-05,1997-12-05,119.0,291143.02
1997-12-06,1997-12-06,115.0,281356.7
1997-12-07,1997-12-07,112.0,274016.95999999996
1997-12-08,1997-12-08,111.0,271570.38
1997-12-09,1997-12-09,108.0,264230.64
1997-12-10,1997-12-10,106.0,259337.47999999998
1997-12-11,1997-12-11,103.0,251997.74
1997-12-12,1997-12-12,101.0,247104.58
1997-12-13,1997-12-13,99.0,242211.41999999998
1997-12-14,1997-12-14,96.0,234871.68
1997-12-15,1997-12-15,95.0,232425.1
1997-12-16,1997-12-16,120.0,293589.6
1997-12-17,1997-12-17,171.0,418365.18
1997-12-18,1997-12-18,144.0,352307.52
1997-12-19,1997-12-19,135.0,330288.3
1997-12-20,1997-12-20,130.0,318055.39999999997
1997-12-21,1997-12-21,125.0,305822.5
1997-12-22,1997-12-22,119.0,291143.02
1997-12-23,1997-12-23,118.0,288696.44
1997-12-24,1997-12-24,114.0,278910.12
1997-12-25,1997-12-25,110.0,269123.8
1997-12-26,1997-12-26,107.0,261784.06
1997-12-27,1997-12-27,107.0,261784.06
1997-12-28,1997-12-28,114.0,278910.12
1997-12-29,1997-12-29,140.0,342521.2
1997-12-30,1997-12-30,134.0,327841.72
1997-12-31,1997-12-31,129.0,315608.82
1998-01-01,1998-01-01,136.0,332734.88
1998-01-02,1998-01-02,155.0,379219.89999999997
1998-01-03,1998-01-03,147.0,359647.26
1998-01-04,1998-01-04,144.0,352307.52
1998-01-05,1998-01-05,140.0,342521.2
1998-01-06,1998-01-06,140.0,342521.2
1998-01-07,1998-01-07,138.0,337628.04
1998-01-08,1998-01-08,132.0,322948.56
1998-01-09,1998-01-09,122.0,298482.76
1998-01-10,1998-01-10,118.0,288696.44
1998-01-11,1998-01-11,109.0,266677.22
1998-01-12,1998-01-12,102.0,249551.16
1998-01-13,1998-01-13,120.0,293589.6
1998-01-14,1998-01-14,134.0,327841.72
1998-01-15,1998-01-15,136.0,332734.88
1998-01-16,1998-01-16,129.0,315608.82
1998-01-17,1998-01-17,114.0,278910.12
1998-01-18,1998-01-18,120.0,293589.6
1998-01-19,1998-01-19,119.0,291143.02
1998-01-20,1998-01-20,111.0,271570.38
1998-01-21,1998-01-21,105.0,256890.9
1998-01-22,1998-01-22,101.0,247104.58
1998-01-23,1998-01-23,101.0,247104.58
1998-01-24,1998-01-24,103.0,251997.74
1998-01-25,1998-01-25,105.0,256890.9
1998-01-26,1998-01-26,106.0,259337.47999999998
1998-01-27,1998-01-27,107.0,261784.06
1998-01-28,1998-01-28,103.0,251997.74
1998-01-29,1998-01-29,102.0,249551.16
1998-01-30,1998-01-30,100.0,244658.0
1998-01-31,1998-01-31,99.0,242211.41999999998
1998-02-01,1998-02-01,98.0,239764.84
1998-02-02,1998-02-02,97.0,237318.25999999998
1998-02-03,1998-02-03,97.0,237318.25999999998
1998-02-04,1998-02-04,96.0,234871.68
1998-02-05,1998-02-05,96.0,234871.68
1998-02-06,1998-02-06,99.0,242211.41999999998
1998-02-07,1998-02-07,101.0,247104.58
1998-02-08,1998-02-08,103.0,251997.74
1998-02-09,1998-02-09,104.0,254444.32
1998-02-10,1998-02-10,104.0,254444.32
1998-02-11,1998-02-11,102.0,249551.16
1998-02-12,1998-02-12,105.0,256890.9
1998-02-13,1998-02-13,103.0,251997.74
1998-02-14,1998-02-14,101.0,247104.58
1998-02-15,1998-02-15,99.0,242211.41999999998
1998-02-16,1998-02-16,97.0,237318.25999999998
1998-02-17,1998-02-17,95.0,232425.1
1998-02-18,1998-02-18,94.0,229978.52
1998-02-19,1998-02-19,99.0,242211.41999999998
1998-02-20,1998-02-20,101.0,247104.58
1998-02-21,1998-02-21,103.0,251997.74
1998-02-22,1998-02-22,100.0,244658.0
1998-02-23,1998-02-23,97.0,237318.25999999998
1998-02-24,1998-02-24,96.0,234871.68
1998-02-25,1998-02-25,95.0,232425.1
1998-02-26,1998-02-26,92.0,225085.36
1998-02-27,1998-02-27,90.0,220192.19999999998
1998-02-28,1998-02-28,90.0,220192.19999999998
1998-03-01,1998-03-01,89.0,217745.62
1998-03-02,1998-03-02,90.0,220192.19999999998
1998-03-03,1998-03-03,88.0,215299.03999999998
1998-03-04,1998-03-04,86.0,210405.88
1998-03-05,1998-03-05,85.0,207959.3
1998-03-06,1998-03-06,81.0,198172.97999999998
1998-03-07,1998-03-07,83.0,203066.13999999998
1998-03-08,1998-03-08,81.0,198172.97999999998
1998-03-09,1998-03-09,81.0,198172.97999999998
1998-03-10,1998-03-10,80.0,195726.4
1998-03-11,1998-03-11,81.0,198172.97999999998
1998-03-12,1998-03-12,86.0,210405.88
1998-03-13,1998-03-13,107.0,261784.06
1998-03-14,1998-03-14,130.0,318055.39999999997
1998-03-15,1998-03-15,143.0,349860.94
1998-03-16,1998-03-16,153.0,374326.74
1998-03-17,1998-03-17,152.0,371880.16
1998-03-18,1998-03-18,151.0,369433.58
1998-03-19,1998-03-19,151.0,369433.58
1998-03-20,1998-03-20,152.0,371880.16
1998-03-21,1998-03-21,158.0,386559.64
1998-03-22,1998-03-22,204.0,499102.32
1998-03-23,1998-03-23,286.0,699721.88
1998-03-24,1998-03-24,316.0,773119.28
1998-03-25,1998-03-25,324.0,792691.9199999999
1998-03-26,1998-03-26,318.0,778012.44
1998-03-27,1998-03-27,296.0,724187.6799999999
1998-03-28,1998-03-28,272.0,665469.76
1998-03-29,1998-03-29,251.0,614091.58
1998-03-30,1998-03-30,235.0,574946.2999999999
1998-03-31,1998-03-31,222.0,543140.76
1998-04-01,1998-04-01,210.0,513781.8
1998-04-02,1998-04-02,199.0,486869.42
1998-04-03,1998-04-03,192.0,469743.36
1998-04-04,1998-04-04,185.0,452617.3
1998-04-05,1998-04-05,182.0,445277.56
1998-04-06,1998-04-06,175.0,428151.5
1998-04-07,1998-04-07,170.0,415918.6
1998-04-08,1998-04-08,164.0,401239.12
1998-04-09,1998-04-09,162.0,396345.95999999996
1998-04-10,1998-04-10,165.0,403685.7
1998-04-11,1998-04-11,163.0,398792.54
1998-04-12,1998-04-12,158.0,386559.64
1998-04-13,1998-04-13,153.0,374326.74
1998-04-14,1998-04-14,148.0,362093.83999999997
1998-04-15,1998-04-15,144.0,352307.52
1998-04-16,1998-04-16,143.0,349860.94
1998-04-17,1998-04-17,142.0,347414.36
1998-04-18,1998-04-18,149.0,364540.42
1998-04-19,1998-04-19,160.0,391452.8
1998-04-20,1998-04-20,172.0,420811.76
1998-04-21,1998-04-21,202.0,494209.16
1998-04-22,1998-04-22,268.0,655683.44
1998-04-23,1998-04-23,397.0,971292.26
1998-04-24,1998-04-24,487.0,1191484.46
1998-04-25,1998-04-25,454.0,1110747.32
1998-04-26,1998-04-26,421.0,1030010.1799999999
1998-04-27,1998-04-27,424.0,1037349.9199999999
1998-04-28,1998-04-28,489.0,1196377.6199999999
1998-04-29,1998-04-29,668.0,1634315.44
1998-04-30,1998-04-30,956.0,2338930.48
1998-05-01,1998-05-01,1250.0,3058225.0
1998-05-02,1998-05-02,1440.0,3523075.1999999997
1998-05-03,1998-05-03,1510.0,3694335.8
1998-05-04,1998-05-04,1450.0,3547541.0
1998-05-05,1998-05-05,1450.0,3547541.0
1998-05-06,1998-05-06,1430.0,3498609.4
1998-05-07,1998-05-07,1390.0,3400746.1999999997
1998-05-08,1998-05-08,1240.0,3033759.1999999997
1998-05-09,1998-05-09,1000.0,2446580.0
1998-05-10,1998-05-10,817.0,1998855.8599999999
1998-05-11,1998-05-11,736.0,1800682.88
1998-05-12,1998-05-12,713.0,1744411.54
1998-05-13,1998-05-13,931.0,2277765.98
1998-05-14,1998-05-14,907.0,2219048.06
1998-05-15,1998-05-15,777.0,1900992.66
1998-05-16,1998-05-16,644.0,1575597.52
1998-05-17,1998-05-17,558.0,1365191.64
1998-05-18,1998-05-18,501.0,1225736.58
1998-05-19,1998-05-19,477.0,1167018.66
1998-05-20,1998-05-20,474.0,1159678.92
1998-05-21,1998-05-21,521.0,1274668.18
1998-05-22,1998-05-22,525.0,1284454.5
1998-05-23,1998-05-23,550.0,1345619.0
1998-05-24,1998-05-24,573.0,1401890.3399999999
1998-05-25,1998-05-25,699.0,1710159.42
1998-05-26,1998-05-26,637.0,1558471.46
1998-05-27,1998-05-27,556.0,1360298.48
1998-05-28,1998-05-28,493.0,1206163.94
1998-05-29,1998-05-29,471.0,1152339.18
1998-05-30,1998-05-30,481.0,1176804.98
1998-05-31,1998-05-31,513.0,1255095.54
1998-06-01,1998-06-01,629.0,1538898.82
1998-06-02,1998-06-02,780.0,1908332.4
1998-06-03,1998-06-03,801.0,1959710.5799999998
1998-06-04,1998-06-04,754.0,1844721.3199999998
1998-06-05,1998-06-05,767.0,1876526.8599999999
1998-06-06,1998-06-06,793.0,1940137.94
1998-06-07,1998-06-07,778.0,1903439.24
1998-06-08,1998-06-08,880.0,2152990.4
1998-06-09,1998-06-09,870.0,2128524.6
1998-06-10,1998-06-10,904.0,2211708.32
